F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Number of Defects
8,5,10,20,3,28,135,10,3,0,12,4
8,4,4,8,26,28,142,10,3,0,10,4
6,4,3,5,2,28,110,10,3,0,13,5
7,3,4,7,5,28,156,10,3,0,10,3
6,3,3,11,5,28,237,10,3,0,9,3
8,3,2,7,3,28,141,10,3,0,11,5
6,3,3,9,4,28,108,10,3,0,10,4
7,3,3,2,4,28,125,10,3,0,13,5
7,5,3,3,4,28,83,10,3,1,12,6
7,3,3,4,6,28,199,10,4,1,10,3
6,4,2,7,10,28,195,10,4,1,9,2
6,4,2,8,10,28,210,10,4,1,9,3
6,4,2,8,10,28,210,10,4,1,9,3
8,4,2,15,5,28,174,10,3,0,10,3
8,4,2,15,5,28,174,10,3,0,10,3
7,3,3,2,4,28,117,10,3,0,11,4
7,4,2,1,4,28,160,10,3,0,11,4
8,3,3,2,5,28,208,10,3,1,10,3
8,3,3,2,5,28,208,10,3,1,10,3
7,2,4,1,3,28,89,10,3,1,12,4
7,2,4,3,3,28,98,10,3,0,11,5
7,2,3,2,4,28,143,10,3,1,10,4
7,4,2,6,4,28,123,10,3,0,11,3
6,2,4,2,3,28,111,10,3,0,12,4
6,3,3,5,2,28,94,10,3,1,14,5
6,3,3,5,2,28,94,10,3,1,14,5
8,3,5,3,4,28,152,10,3,1,11,4
8,3,5,3,4,28,152,10,3,1,11,4
6,2,4,15,3,28,124,10,3,0,10,3
6,2,4,15,3,28,124,10,3,0,10,3
6,2,3,6,4,28,113,10,3,1,10,4
7,5,4,5,3,28,156,10,3,0,12,5
6,3,3,5,6,28,81,10,3,1,13,6
8,4,2,11,3,28,95,10,3,0,14,4
7,4,3,3,3,28,134,10,3,0,13,5
6,3,5,1,15,28,105,10,3,1,10,3
6,3,4,1,5,28,186,10,3,0,11,3
7,3,2,7,4,28,137,10,3,1,10,4
8,3,2,2,7,28,138,10,3,1,10,3
6,2,3,13,4,28,125,10,3,0,9,3
7,4,3,9,5,28,131,10,3,1,10,3
5,2,3,3,5,28,104,10,3,1,10,4
7,2,4,2,5,28,129,10,3,1,11,3
6,4,3,8,4,28,98,10,3,0,11,4
7,2,4,2,5,28,129,10,3,1,11,3
7,3,3,1,4,28,107,10,3,0,13,4
6,3,3,2,4,28,106,10,3,0,13,4
9,3,2,6,4,28,67,10,3,1,11,2
7,2,2,7,4,28,100,10,3,0,10,4
7,2,2,7,4,28,100,10,3,0,10,4
8,2,3,1,4,28,101,10,3,0,13,4
8,3,2,2,5,28,117,10,3,0,10,3
7,3,3,12,5,28,112,10,3,0,10,4
6,4,2,9,4,28,145,10,3,1,11,3
7,3,3,7,4,28,100,10,3,0,9,4
6,2,5,7,5,28,123,10,3,0,10,4
6,2,2,6,4,28,120,10,3,1,10,3
7,4,2,3,4,28,109,10,3,0,13,4
7,5,5,3,3,28,122,10,3,0,13,4
7,5,5,3,3,28,122,10,3,0,13,4
6,2,3,10,3,28,131,10,3,0,11,5
7,3,3,1,4,28,85,10,3,0,11,4
6,4,3,18,5,28,182,10,3,1,9,4
6,3,3,5,6,28,138,10,3,1,12,6
6,3,2,19,3,28,106,10,3,0,11,4
7,3,3,2,4,28,76,10,3,0,12,5
6,3,4,2,4,28,128,10,3,0,12,4
6,3,3,1,4,28,93,10,3,1,12,4
5,3,2,7,4,28,114,10,3,1,11,4
6,4,2,9,5,29,259,10,3,1,9,3
6,7,5,1,3,29,75,10,3,0,13,6
6,7,5,1,3,29,75,10,3,0,13,6
7,3,4,1,4,29,191,10,3,1,11,4
6,4,0,1,6,29,120,10,3,1,9,3
7,4,3,9,5,29,150,10,3,1,9,3
7,4,3,9,5,29,150,10,3,1,9,3
7,4,2,7,3,29,126,10,3,0,11,3
7,3,5,2,7,29,133,10,3,1,13,4
6,3,3,4,3,29,113,10,3,1,12,5
7,2,3,5,5,29,140,10,3,0,10,4
7,2,3,2,4,29,115,10,3,1,11,4
7,2,4,9,4,29,148,10,3,1,10,4
7,4,3,3,4,29,119,10,3,1,12,6
8,4,7,13,4,29,197,10,3,1,10,3
7,3,3,1,2,29,89,10,3,0,12,6
7,1,3,5,5,29,120,10,3,0,10,5
6,2,5,2,12,29,104,10,3,1,12,4
7,2,3,2,3,29,118,10,3,1,11,6
7,2,3,2,3,29,118,10,3,1,11,6
6,4,2,2,5,29,122,10,3,1,11,4
7,2,3,8,5,29,152,10,3,1,9,3
9,3,4,2,5,29,111,10,3,0,10,3
6,3,3,6,5,29,227,10,3,1,10,4
6,2,2,5,4,29,142,10,3,0,10,5
8,2,3,7,4,29,132,10,3,0,11,5
6,2,2,5,4,29,142,10,3,0,10,5
7,2,4,6,3,29,111,10,3,0,11,4
7,3,4,7,4,29,151,10,3,1,10,5
6,3,4,11,4,29,198,10,3,1,9,5
7,3,3,14,7,29,107,10,3,0,9,4
7,3,3,14,7,29,107,10,3,0,9,4
7,2,4,2,3,29,102,10,3,1,12,5
7,2,4,2,3,29,102,10,3,1,12,5
8,4,3,5,4,29,131,10,3,0,11,4
6,2,3,2,6,29,104,10,4,1,10,4
8,2,4,2,3,29,140,10,3,1,13,4
8,2,4,2,3,29,140,10,3,1,13,4
7,3,3,1,3,29,109,10,3,1,13,5
7,4,4,7,5,29,122,10,3,0,13,5
7,3,3,2,4,29,128,10,3,1,11,6
8,2,3,1,4,29,118,10,3,0,11,4
9,3,5,12,4,29,137,10,3,0,10,2
9,2,7,4,5,29,128,10,3,0,12,4
7,2,5,9,3,29,134,10,3,0,11,5
7,5,2,1,3,29,86,10,3,0,9,2
9,2,5,4,4,29,117,10,3,1,10,4
8,5,5,7,4,29,149,10,3,0,10,3
8,5,5,7,4,29,149,10,3,0,10,3
8,3,5,1,4,29,118,10,3,0,11,2
7,2,3,6,5,29,108,10,3,1,11,4
7,3,3,3,4,29,115,10,3,1,12,5
8,3,4,12,7,29,119,10,3,0,9,3
8,3,4,12,7,29,119,10,3,0,9,3
7,3,4,7,5,29,160,10,3,0,10,3
8,3,4,8,3,29,142,10,3,0,13,5
8,4,4,12,17,29,190,10,3,1,9,3
7,3,2,1,2,29,101,10,3,1,11,4
7,3,4,7,5,29,155,10,3,0,10,3
9,2,3,2,5,29,130,10,3,0,10,4
6,3,4,10,4,29,124,10,3,0,11,4
7,4,3,4,3,29,79,10,3,0,12,5
8,4,4,10,5,29,146,10,3,0,10,4
6,3,2,10,4,29,109,10,3,0,10,4
8,3,4,3,4,29,110,10,3,1,13,4
8,3,3,7,4,29,163,10,3,1,11,4
8,3,4,2,5,29,175,10,3,1,10,3
7,3,3,2,5,29,130,10,3,1,10,4
6,2,3,6,3,29,144,10,4,0,11,4
7,4,3,9,6,29,183,10,3,0,9,3
7,4,3,9,6,29,183,10,3,0,9,3
7,3,1,1,5,29,118,10,3,0,10,3
7,2,4,2,4,29,108,10,3,1,10,4
7,2,3,1,3,29,80,10,3,0,12,4
7,4,5,10,5,29,140,10,3,0,9,3
7,4,5,10,5,29,140,10,3,0,9,3
7,2,3,14,6,29,144,10,3,1,10,4
8,2,3,7,4,29,110,10,3,0,9,4
8,2,3,7,4,29,110,10,3,0,9,4
8,3,3,5,3,29,92,10,3,0,12,5
8,3,3,2,4,29,129,10,3,1,10,4
7,2,3,9,5,29,95,10,3,0,10,5
6,4,4,14,5,29,228,10,3,1,9,5
6,2,3,6,5,29,101,10,3,0,11,4
6,2,6,1,3,29,129,10,4,1,12,5
6,2,3,6,5,29,101,10,3,0,11,4
6,2,6,1,3,29,129,10,4,1,12,5
7,2,3,8,5,29,213,10,3,1,10,4
7,2,3,10,4,29,115,10,3,0,11,5
7,2,3,10,4,29,115,10,3,0,11,5
7,2,3,10,4,29,113,10,3,0,11,5
7,2,3,11,4,29,130,10,3,0,11,5
7,2,3,10,4,29,113,10,3,0,11,5
7,2,3,10,4,29,113,10,3,0,11,5
7,2,3,10,4,29,113,10,3,0,11,5
7,2,3,10,4,29,115,10,3,0,11,5
7,2,3,11,4,29,130,10,3,0,11,5
7,3,4,3,3,29,93,10,3,0,12,4
7,3,4,1,3,29,142,10,3,0,11,2
7,3,3,9,4,29,141,10,3,1,10,3
6,3,2,5,5,29,106,10,3,1,9,3
6,3,2,5,5,29,106,10,3,1,9,3
7,3,2,3,3,29,99,10,3,0,12,5
6,2,4,1,4,29,113,10,3,1,11,4
7,3,2,3,3,29,99,10,3,0,12,5
8,2,3,2,5,29,100,10,3,1,11,5
7,2,3,5,6,29,154,10,3,0,12,6
7,2,4,2,4,29,84,10,3,1,12,5
8,3,4,16,5,29,124,10,3,1,10,3
7,2,3,4,6,29,151,10,3,0,12,5
7,4,3,8,3,29,81,10,3,0,13,4
6,2,3,13,4,29,132,10,3,1,12,5
7,4,3,8,3,29,81,10,3,0,13,4
7,3,3,4,4,29,121,10,3,0,12,5
7,3,3,4,4,29,121,10,3,0,12,5
7,5,3,5,3,29,134,10,3,0,13,5
7,2,2,1,3,29,86,10,3,0,12,4
7,2,3,1,3,29,133,10,3,1,12,5
9,3,3,1,2,29,128,10,3,0,12,4
7,3,2,2,4,29,140,10,3,1,10,5
7,3,3,6,3,29,95,10,3,0,13,5
7,6,6,8,3,29,169,10,3,0,12,4
7,3,4,2,4,29,114,10,3,0,13,4
7,2,3,1,4,29,182,10,3,0,11,3
8,3,2,2,7,29,134,10,3,1,10,3
5,3,3,1,5,29,122,10,3,1,11,4
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
7,2,3,15,5,29,149,10,3,0,9,5
5,5,2,2,3,29,130,10,3,1,13,6
5,5,2,2,3,29,130,10,3,1,13,6
7,3,3,8,4,29,135,10,3,1,12,3
7,3,3,17,6,29,140,10,3,0,10,4
7,3,3,17,6,29,140,10,3,0,10,4
6,3,3,5,3,29,98,10,3,1,13,5
7,3,3,1,4,29,94,10,3,0,12,4
7,3,3,4,3,29,193,10,3,1,13,4
6,3,3,3,4,29,82,10,3,1,12,5
6,3,2,14,5,29,144,10,3,0,10,4
6,2,3,1,5,29,92,10,3,1,11,4
8,4,4,3,7,29,89,10,3,0,13,4
7,2,2,2,5,29,91,10,3,0,10,4
7,3,3,11,4,29,109,10,3,0,11,4
7,3,3,12,4,29,136,10,3,1,10,4
8,3,2,2,4,29,157,10,3,1,11,4
5,3,2,5,2,29,107,10,3,1,14,4
6,2,3,1,2,29,97,10,3,0,13,5
7,4,3,10,4,29,124,10,3,0,11,4
7,4,3,9,3,29,113,10,3,1,13,5
7,4,3,9,3,29,113,10,3,1,13,5
4,2,4,4,3,29,118,10,4,0,13,6
5,4,4,3,5,29,147,10,3,1,9,3
6,3,3,6,5,29,134,10,3,1,11,4
6,3,3,6,5,29,134,10,3,1,11,4
6,3,3,7,2,29,132,10,3,0,11,5
7,2,4,1,3,29,112,10,3,1,10,3
8,3,4,7,5,30,97,10,3,0,10,4
8,3,4,7,5,30,97,10,3,0,10,4
6,3,2,7,5,30,136,10,3,0,10,4
6,5,0,1,5,30,99,10,3,0,10,4
7,2,2,5,9,30,123,10,3,0,9,4
7,2,3,2,5,30,96,10,3,1,11,6
7,2,3,2,5,30,96,10,3,1,11,6
7,2,4,2,4,30,96,10,3,1,11,5
7,6,3,5,6,30,123,10,3,0,9,3
6,3,3,5,4,30,134,10,3,0,10,5
7,3,3,10,4,30,133,10,3,0,10,3
6,3,4,10,4,30,140,10,3,0,9,4
7,3,3,2,5,30,149,10,3,1,9,4
7,3,3,2,5,30,149,10,3,1,9,4
8,3,4,2,3,30,93,10,3,0,11,3
8,3,4,2,3,30,93,10,3,0,11,3
6,3,3,3,5,30,156,10,4,0,12,3
6,2,2,5,3,30,102,10,3,0,9,4
7,2,3,2,4,30,127,10,3,1,10,5
8,3,4,5,3,30,117,10,3,0,12,4
6,3,3,11,5,30,165,10,3,0,10,4
6,3,3,1,4,30,110,10,3,0,11,4
5,2,2,5,4,30,113,10,3,0,9,4
7,3,4,2,3,30,177,10,3,0,12,6
7,3,4,2,3,30,177,10,3,0,12,6
7,3,4,2,3,30,177,10,3,0,12,6
6,2,2,2,3,30,105,10,3,0,12,4
7,2,4,2,4,30,116,10,3,1,10,5
7,2,4,8,5,30,145,10,3,1,11,5
7,3,4,2,4,30,124,10,3,0,12,6
5,5,1,3,5,30,79,10,3,0,9,3
8,3,4,2,5,30,121,10,3,1,12,5
6,4,3,2,5,30,117,10,3,0,10,4
7,3,3,13,5,30,161,10,3,0,10,4
9,3,5,7,5,30,146,10,3,1,10,3
8,2,5,2,3,30,125,10,3,0,13,4
8,4,3,5,5,30,131,10,3,0,11,4
6,3,3,2,3,30,130,10,3,0,11,5
7,3,5,3,3,30,96,10,3,0,12,5
8,1,7,1,3,30,165,10,3,1,12,4
7,2,5,1,5,30,114,10,3,0,11,5
8,2,4,3,4,30,180,10,3,0,11,5
8,2,3,6,5,30,143,10,3,1,9,4
7,3,3,3,3,30,102,10,3,0,12,5
7,2,3,3,3,30,107,10,3,1,11,4
7,3,3,4,4,30,114,10,3,0,11,4
8,3,3,10,5,30,121,10,3,0,10,4
7,2,3,7,5,30,220,10,3,1,10,4
7,2,3,7,5,30,220,10,3,1,10,4
6,3,1,9,3,30,142,10,3,0,10,4
6,3,1,9,3,30,142,10,3,0,10,4
8,5,4,6,5,30,173,10,3,1,10,3
7,3,3,8,3,30,114,10,3,1,13,5
6,3,5,5,8,30,139,10,3,0,9,4
7,2,4,8,3,30,114,10,3,1,11,4
9,2,3,11,3,30,97,10,3,0,11,5
7,2,4,6,3,30,105,10,3,0,12,4
7,3,4,8,3,30,110,10,3,1,13,6
7,3,4,8,3,30,110,10,3,1,13,6
7,8,5,2,5,30,133,10,3,0,12,3
7,3,4,3,5,30,148,10,3,0,13,4
6,3,3,4,3,30,88,10,3,0,12,4
7,2,3,8,4,30,130,10,3,0,11,4
6,3,3,2,4,30,105,10,3,1,13,5
6,3,3,1,3,30,114,10,3,0,13,4
6,3,3,1,3,30,114,10,3,0,13,4
8,3,5,20,6,30,145,10,3,0,9,3
6,3,3,1,4,30,86,10,3,1,13,5
6,3,3,3,4,30,124,10,3,0,13,5
7,3,5,14,5,30,181,10,3,1,9,3
7,3,5,14,5,30,181,10,3,1,9,3
6,2,3,1,4,30,117,10,3,1,11,4
7,2,3,2,3,30,92,10,3,0,11,4
7,1,2,1,5,30,90,10,3,1,11,4
7,1,2,1,5,30,90,10,3,1,11,4
6,2,2,2,5,30,133,10,3,1,11,5
7,3,3,7,3,30,138,10,3,0,11,3
7,3,2,4,9,30,130,10,3,0,10,3
7,3,2,4,9,30,130,10,3,0,10,3
7,3,3,2,4,30,83,10,3,0,13,5
7,3,3,2,4,30,83,10,3,0,13,5
7,1,3,10,6,30,91,10,3,0,10,4
7,2,4,1,2,30,105,10,3,0,11,3
7,2,4,1,6,30,93,10,3,0,9,4
7,2,3,6,5,30,140,10,3,0,11,3
6,2,3,2,4,30,95,10,3,1,11,4
6,2,3,1,4,30,104,10,3,0,12,4
6,2,3,3,4,30,123,10,3,0,13,4
6,3,2,10,4,30,111,10,3,0,11,2
7,4,3,14,4,30,137,10,3,1,12,4
6,2,5,7,5,30,122,10,3,0,10,4
7,3,3,11,4,30,165,10,3,1,11,4
6,3,3,5,5,30,137,10,3,1,11,3
8,3,4,1,5,30,95,10,3,1,12,5
6,2,3,6,4,30,111,10,3,1,10,5
6,2,3,6,4,30,111,10,3,1,10,5
6,6,0,1,4,30,95,10,3,0,11,2
6,4,2,2,5,30,112,10,3,1,11,4
7,2,2,1,4,30,111,10,3,0,9,4
7,3,3,1,6,31,218,10,3,1,10,3
7,3,4,2,5,31,100,10,3,0,11,4
7,2,3,2,6,31,173,10,3,0,12,4
7,2,3,1,4,31,122,10,3,0,10,4
6,3,3,5,6,31,201,10,4,1,10,3
7,2,4,1,4,31,87,10,3,0,13,5
7,2,3,7,6,31,131,10,3,0,10,3
6,2,4,5,4,31,130,10,3,0,12,5
7,1,3,5,5,31,122,10,3,0,10,4
6,5,2,2,5,31,140,10,3,1,10,4
7,2,4,7,3,31,104,10,3,0,12,6
6,4,3,1,5,31,219,10,3,1,10,4
7,5,3,9,4,31,172,10,3,1,9,3
7,5,3,9,4,31,172,10,3,1,9,3
7,3,4,5,4,31,141,10,3,1,11,4
6,1,4,5,5,31,103,10,3,1,10,4
9,3,3,1,3,31,93,10,3,0,11,5
9,3,3,1,3,31,93,10,3,0,11,5
7,2,4,9,5,31,150,10,3,1,10,5
6,3,3,11,4,31,115,10,3,0,11,6
7,2,4,1,5,31,106,10,3,0,11,4
7,3,2,6,5,31,228,10,3,1,9,4
7,3,2,6,5,31,228,10,3,1,9,4
8,3,4,2,4,31,128,10,3,1,12,4
8,3,4,2,4,31,128,10,3,1,12,4
7,2,3,9,3,31,253,10,3,1,11,4
7,2,3,9,3,31,253,10,3,1,11,4
8,3,3,11,4,31,119,10,3,0,9,4
8,3,3,11,4,31,117,10,3,0,9,4
8,3,3,11,4,31,117,10,3,0,9,4
8,3,3,11,4,31,119,10,3,0,9,4
8,3,3,11,4,31,117,10,3,0,9,4
7,5,4,4,3,31,135,10,3,0,12,5
8,2,5,2,6,31,98,10,3,0,10,4
7,2,3,5,6,31,118,10,3,0,9,5
7,2,3,2,5,31,101,10,3,1,11,3
7,2,3,5,4,31,109,10,3,0,9,3
7,2,3,2,5,31,101,10,3,1,11,3
7,2,7,2,5,31,156,10,3,1,9,4
7,2,3,1,4,31,132,10,3,1,11,5
7,4,3,5,4,31,122,10,3,1,11,6
8,3,5,9,4,31,185,10,3,0,10,4
7,3,5,2,3,31,113,10,3,0,13,7
6,2,5,6,3,31,128,10,3,0,11,6
7,3,5,2,5,31,100,10,3,1,10,3
7,2,3,6,4,31,120,10,3,1,11,3
7,1,3,5,6,31,122,10,3,0,11,4
8,3,3,6,4,31,124,10,3,1,10,4
8,4,3,4,3,31,100,10,3,0,13,5
8,4,3,4,3,31,100,10,3,0,13,5
7,4,4,7,6,31,161,10,3,0,10,3
6,5,5,1,4,31,169,10,3,0,9,3
7,2,3,5,4,31,140,10,3,1,10,4
7,2,3,12,5,31,145,10,3,0,10,3
7,2,3,12,5,31,145,10,3,0,10,3
8,2,4,6,6,31,132,10,3,1,11,4
8,3,4,15,6,31,117,10,3,1,10,3
8,3,4,15,6,31,117,10,3,1,10,3
7,2,3,5,4,31,99,10,3,0,12,4
8,3,4,15,6,31,117,10,3,1,10,3
9,3,3,5,3,31,92,10,3,0,12,4
9,3,3,5,3,31,92,10,3,0,12,4
8,3,4,5,6,31,153,10,3,1,10,4
6,2,2,7,7,31,157,10,3,1,9,3
8,3,3,1,3,31,161,10,3,0,11,3
7,3,2,16,5,31,147,10,3,1,9,3
7,3,2,16,5,31,147,10,3,1,9,3
6,3,4,5,4,31,185,10,3,0,10,3
7,4,4,6,6,31,150,10,3,0,9,4
7,3,3,16,4,31,170,10,3,0,11,3
7,5,4,7,6,31,186,10,3,0,9,3
6,3,3,2,2,31,119,10,4,0,13,6
6,2,2,6,4,31,128,10,3,0,10,4
6,4,4,5,2,31,113,10,3,0,12,5
6,2,3,3,3,31,85,10,3,1,11,5
8,3,5,3,5,31,169,10,3,1,11,4
7,3,4,5,5,31,203,10,3,1,10,2
6,2,3,2,3,31,103,10,3,0,13,4
5,2,2,2,4,31,100,10,4,1,12,4
9,2,4,1,5,31,106,10,3,0,11,2
7,2,4,1,3,31,90,10,3,0,12,4
7,2,4,1,3,31,90,10,3,0,12,4
6,3,3,2,3,31,114,10,3,1,13,5
7,3,4,6,3,31,105,10,3,0,13,6
7,3,3,9,3,31,105,10,3,0,12,5
6,2,4,1,4,31,96,10,3,0,12,4
7,4,3,11,3,31,87,10,3,0,12,4
7,4,3,11,3,31,87,10,3,0,12,4
6,3,2,1,3,31,111,10,3,0,12,4
6,3,2,1,3,31,111,10,3,0,12,4
7,2,5,15,5,31,195,10,3,1,9,4
7,3,3,1,4,31,111,10,3,1,11,3
6,3,3,16,4,31,134,10,3,0,13,5
6,3,3,16,4,31,134,10,3,0,13,5
6,3,3,16,4,31,134,10,3,0,13,5
8,2,3,1,4,31,93,10,3,1,11,5
7,4,2,2,2,31,69,10,3,0,13,4
7,2,2,2,5,31,114,10,3,1,11,4
6,3,2,3,4,31,95,10,3,1,13,5
8,2,3,5,2,31,101,10,3,0,11,4
7,3,5,8,2,31,97,10,3,1,13,5
7,3,3,7,2,31,113,10,3,0,11,4
7,3,3,12,5,31,149,10,3,0,10,3
7,2,3,3,4,31,104,10,3,1,11,5
6,4,3,2,4,31,113,10,3,0,14,5
6,3,3,2,4,31,127,10,3,0,13,4
6,2,3,8,4,31,101,10,3,0,10,4
7,2,4,2,4,31,101,10,3,1,12,3
7,3,6,13,5,31,123,10,3,1,9,4
8,3,3,5,4,31,180,10,3,1,12,4
7,2,4,9,4,31,103,10,3,0,11,4
7,3,4,2,5,31,148,10,3,0,11,3
7,3,4,2,5,31,148,10,3,0,11,3
7,2,3,2,4,31,110,10,3,1,11,4
4,5,1,3,2,31,111,10,3,0,13,4
7,3,3,2,3,31,114,10,3,0,13,4
6,2,2,1,5,31,95,10,3,1,11,4
6,6,0,8,4,31,104,10,3,1,14,5
7,2,4,1,4,31,113,10,3,0,11,5
7,3,2,3,3,31,99,10,3,0,12,4
5,3,4,1,3,31,132,10,3,0,12,4
5,3,4,1,3,31,132,10,3,0,12,4
7,3,3,13,3,31,177,10,3,0,11,4
7,2,4,2,4,31,102,10,3,1,11,5
6,2,3,6,3,31,114,10,3,1,10,5
6,2,3,6,3,31,114,10,3,1,10,5
6,2,2,13,5,31,115,10,3,0,11,4
5,2,2,13,5,31,115,10,3,0,11,4
6,2,3,1,3,31,68,10,3,0,12,4
6,2,3,1,3,31,68,10,3,0,12,4
6,3,3,2,3,31,102,10,3,1,12,4
4,3,4,4,3,31,127,10,3,0,13,6
6,4,4,2,5,31,95,10,3,0,14,4
7,3,4,9,5,32,141,10,3,1,11,4
7,2,4,5,7,32,150,10,3,0,10,3
7,3,3,8,5,32,180,10,3,1,9,4
7,3,3,8,5,32,180,10,3,1,9,4
7,3,4,7,4,32,138,10,3,0,12,5
7,3,4,7,4,32,138,10,3,0,12,5
6,2,4,3,3,32,83,10,3,0,12,4
7,2,4,1,4,32,85,10,3,1,11,3
7,2,4,1,4,32,85,10,3,1,11,3
6,3,3,2,5,32,113,10,3,1,11,5
7,3,3,1,4,32,90,10,3,0,11,4
6,3,2,2,3,32,116,10,3,0,13,4
8,3,3,2,3,32,118,10,3,0,12,5
8,3,3,2,3,32,118,10,3,0,12,5
7,3,3,2,5,32,134,10,3,1,10,5
6,2,3,11,5,32,166,10,3,0,10,3
7,3,4,2,3,32,107,10,3,0,12,5
8,3,3,7,4,32,155,10,3,1,11,5
8,3,3,7,4,32,155,10,3,1,11,5
8,2,4,1,6,32,146,10,3,0,11,4
8,2,4,15,5,32,126,10,3,1,10,3
8,4,3,2,4,32,166,10,3,1,11,5
8,2,4,15,5,32,126,10,3,1,10,3
7,3,3,11,4,32,120,10,3,0,10,4
8,3,4,2,4,32,155,10,3,1,11,4
7,4,3,5,17,32,162,10,3,0,9,3
7,2,3,6,4,32,83,10,3,0,12,4
7,2,3,6,4,32,83,10,3,0,12,4
7,3,5,1,3,32,99,10,3,0,12,4
7,3,5,5,3,32,107,10,3,1,11,4
8,3,5,1,4,32,148,10,3,0,10,4
7,3,5,5,3,32,107,10,3,1,11,4
7,4,2,2,3,32,102,10,3,1,13,4
8,4,5,8,6,32,164,10,3,1,11,5
9,3,5,7,4,32,84,10,3,0,12,4
8,3,5,15,6,32,177,10,3,1,9,2
7,3,3,2,4,32,127,10,3,0,11,4
8,4,3,10,6,32,178,10,3,0,11,4
8,3,5,8,6,32,139,10,3,1,11,4
8,5,4,3,4,32,116,10,3,0,11,4
7,2,3,17,6,32,197,10,3,0,9,4
8,3,3,7,4,32,160,10,3,0,11,3
8,3,3,7,4,32,160,10,3,0,11,3
6,3,2,8,3,32,172,10,3,1,10,5
9,3,3,14,4,32,161,10,3,0,10,4
9,3,3,14,4,32,161,10,3,0,10,4
8,2,3,15,7,32,166,10,3,0,9,2
7,2,3,8,4,32,156,10,3,1,10,4
7,2,3,2,4,32,172,10,3,0,11,4
7,2,3,2,4,32,172,10,3,0,11,4
8,3,3,15,6,32,201,10,3,0,9,3
8,3,3,15,6,32,201,10,3,0,9,3
6,3,2,20,7,32,174,10,3,0,9,4
6,3,2,20,7,32,174,10,3,0,9,4
7,2,4,18,5,32,133,10,3,0,9,3
7,2,4,18,5,32,133,10,3,0,9,3
7,2,4,18,5,32,133,10,3,0,9,3
7,2,2,8,12,32,162,10,3,0,10,6
7,2,2,8,12,32,162,10,3,0,10,6
7,3,3,2,4,32,144,10,3,1,11,3
6,3,3,3,3,32,150,10,3,0,12,4
8,4,3,5,3,32,101,10,3,1,12,5
7,2,3,7,5,32,211,10,3,1,10,4
7,2,3,7,5,32,211,10,3,1,10,4
7,2,3,7,5,32,211,10,3,1,10,4
7,2,3,7,5,32,211,10,3,1,10,4
7,4,4,1,3,32,111,10,3,1,12,6
6,7,5,1,4,32,123,10,3,0,12,4
8,2,3,19,5,32,193,10,3,1,9,5
7,5,0,1,4,32,99,10,3,0,10,2
6,3,3,8,4,32,105,10,3,0,11,4
7,2,3,11,4,32,117,10,3,1,12,5
9,3,4,5,3,32,148,10,3,0,12,5
9,3,4,5,3,32,148,10,3,0,12,5
7,2,3,1,3,32,112,10,3,0,11,5
7,1,3,13,5,32,88,10,3,0,10,4
7,1,3,4,2,32,99,10,3,0,10,4
6,2,3,1,4,32,96,10,3,1,12,4
6,2,3,3,3,32,123,10,3,0,14,5
5,3,3,1,7,32,143,10,3,0,10,3
5,3,3,1,7,32,143,10,3,0,10,3
7,3,3,9,5,32,111,10,3,1,11,5
7,3,3,9,5,32,111,10,3,1,11,5
7,3,3,9,5,32,111,10,3,1,11,5
6,2,2,2,4,32,115,10,3,1,11,4
7,2,4,1,3,32,98,10,3,1,11,4
7,2,4,1,3,32,98,10,3,1,11,4
7,5,3,11,3,32,110,10,3,1,13,6
6,3,3,1,5,32,185,10,3,0,10,3
6,2,3,1,4,32,92,10,3,1,11,4
7,4,4,12,4,32,193,10,3,0,10,4
7,3,3,11,5,32,136,10,3,0,10,3
7,3,3,11,5,32,136,10,3,0,10,3
7,1,3,3,4,32,76,10,3,1,11,4
7,1,3,3,4,32,76,10,3,1,11,4
6,3,3,3,4,32,140,10,3,0,13,5
6,3,3,3,4,32,140,10,3,0,13,5
7,3,3,3,5,32,122,10,3,1,10,3
7,3,6,15,5,32,141,10,3,0,9,3
7,3,6,15,5,32,141,10,3,0,9,3
6,1,3,1,5,32,87,10,3,1,11,4
7,3,3,2,5,32,156,10,3,1,11,4
7,2,3,2,3,32,95,10,3,1,12,4
6,2,4,2,3,32,138,10,3,1,12,3
6,3,3,1,4,32,138,10,3,0,11,4
7,7,0,13,3,32,75,10,3,1,11,4
6,3,2,9,5,32,111,10,3,0,10,4
6,3,2,9,5,32,111,10,3,0,10,4
5,2,2,7,4,32,134,10,3,0,10,4
7,2,3,1,6,33,152,10,3,1,10,4
7,2,3,1,6,33,154,10,3,1,10,4
8,3,3,18,5,33,173,10,3,1,10,3
7,7,2,10,7,33,172,10,3,1,9,4
7,2,3,1,4,33,144,10,3,0,9,4
5,6,1,7,4,33,147,10,3,1,10,3
8,4,7,11,5,33,169,10,3,1,9,3
7,2,4,1,4,33,85,10,3,1,10,3
7,1,3,5,5,33,131,10,3,0,10,4
7,2,3,6,4,33,170,10,3,1,13,4
